,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,class,A1
1160,9,10,117,22592,23627,558256780,22592,23627,558256780,9,8,79,1371,1617,2617516,0,3
1161,27,37,1399,18554,22160,491082581,18554,22160,491082581,10,9,85,1943,2427,5894867,0,3
1162,17,35,1230,21900,23885,570518071,21899,23885,570536201,9,8,78,1343,1438,2068845,0,3
1163,13,22,492,17402,21740,472639278,17401,21740,472668042,11,8,66,2064,1761,3102661,0,3
1164,32,48,2333,21346,23870,569798614,21346,23870,569798614,9,6,44,2078,2465,6078478,0,3
1165,15,27,763,18442,21369,456671039,18442,21369,456671039,13,9,88,1868,1394,1944570,0,3
1166,12,25,639,18025,20362,414631325,17375,20500,420276565,10,7,61,1779,1711,2927525,0,3
1167,5,8,72,21035,23624,558125124,21029,23628,558319032,9,10,102,1267,1401,1964044,0,3
1168,11,43,1898,26848,22305,497547480,26848,22305,497547480,6,1,2,624,167,28195,1,3
1169,15,29,844,18611,22366,500243789,20115,23125,534794863,11,9,87,1683,1406,1979356,0,3
1170,15,20,401,15513,21016,441683472,14276,21062,443630485,8,8,65,1731,2014,4059322,0,10
1171,23,39,1531,18487,21128,446415261,18487,21128,446415261,14,10,117,1895,1536,2359731,0,3
1172,28,39,1522,22649,24290,590049172,22649,24290,590049172,13,9,81,2124,1659,2755170,0,3
1173,18,32,1087,21831,23686,561045597,21831,23686,561045597,11,9,84,1972,2093,4384318,0,3
1174,23,38,1471,16595,20827,433800239,16595,20827,433800239,12,11,132,1889,1998,3992774,0,3
1175,4,4,16,19126,21903,479747040,19078,21932,481037011,7,7,49,1198,1323,1751276,0,3
1176,16,26,718,21025,24552,602825524,20428,24805,615304971,13,7,53,2058,1231,1516884,0,3
1177,31,42,1821,17977,22989,528526111,17976,22990,528546242,13,10,101,2189,1911,3652034,0,3
1178,17,24,576,15765,19213,369159600,15766,19213,369148137,12,9,85,2095,1929,3724432,0,3
1179,22,36,1332,20451,22950,526729910,20451,22950,526729910,13,9,87,1957,1417,2008869,0,3
1180,0,0,0,32611,24824,616278784,32611,24824,616278784,6,0,0,590,69,4843,1,3
1181,0,0,0,32810,25040,627039491,32810,25040,627039491,6,0,0,591,69,4793,1,3
1182,0,0,0,32717,24938,621933277,32717,24938,621933277,6,0,0,625,16,275,1,3
1183,0,0,0,33090,25273,638742921,33090,25273,638742921,6,0,0,623,21,472,1,3
1184,9,7,50,20965,23139,535454495,20965,23139,535454495,11,7,62,1827,1429,2043213,0,3
1185,22,30,902,20849,21900,479619016,20849,21900,479619016,16,7,53,2751,1470,2161135,0,3
1186,31,41,1702,21941,25555,653060532,21941,25555,653060532,14,8,70,2425,1730,2995628,0,3
1187,6,7,57,16922,20654,426618250,16913,20659,426831297,9,9,97,1484,1539,2368937,0,3
1188,33,42,1777,10588,16663,277661007,10588,16663,277661007,16,7,54,2813,1757,3089044,0,3
1189,31,44,1951,18961,22910,524899757,18961,22910,524899757,12,9,86,2071,1994,3979525,0,3
1190,9,8,73,17970,21691,470536604,17970,21691,470536604,13,10,110,1864,1513,2291330,0,3
1191,6,6,37,23431,25532,651910186,21021,25119,631014108,10,8,75,1482,1347,1814751,0,3
1192,14,21,441,19500,23290,542443621,19500,23290,542440673,14,8,77,2139,1431,2050067,0,3
1193,27,48,2396,22431,23915,571930716,22431,23915,571930716,19,51,2608,47537,299760,-2147483648,0,3
1194,19,35,1270,18541,21919,480458221,18542,21919,480444739,9,8,68,1290,1392,1939251,0,3
1195,10,6,47,19396,22843,521816122,19396,22843,521816122,16,7,55,2539,1387,1924354,0,3
1196,8,8,64,19824,23728,563026570,19824,23728,563026570,11,9,99,1842,1751,3067120,0,3
1197,9,6,37,19491,23634,558569808,17152,22173,491658304,12,8,77,2056,1604,2575676,0,3
1198,17,28,787,16465,20984,440342851,16465,20984,440342851,15,7,58,2326,1265,1601865,0,3
1199,9,7,51,18143,20912,437321312,18143,20912,437321312,14,8,68,2149,1234,1523303,0,3
1200,30,43,1889,20361,21310,454151520,20361,21310,454151520,11,8,67,2074,2191,4802588,0,3
1201,9,7,59,19771,22230,494207371,19764,22235,494395812,14,8,69,2190,1232,1517945,0,3
1202,19,34,1169,15211,21140,446901609,15211,21140,446902911,9,8,64,1724,1971,3884859,0,3
1203,8,7,53,18304,21438,459607373,18304,21438,459607373,13,9,96,1774,1465,2147124,0,3
1204,6,6,40,16293,19819,392800900,16293,19819,392800900,9,8,78,1491,1496,2239539,0,3
1205,18,30,935,15507,18966,359720048,15507,18966,359720048,13,9,88,2121,1774,3150352,0,3
1206,24,37,1409,18954,24277,589384106,18954,24276,589371473,10,8,74,1774,1712,2934280,0,3
1207,31,42,1812,22069,25612,655982319,22069,25612,655982319,12,6,45,2204,1861,3464286,0,3
1208,5,7,50,16430,20414,416746409,16426,20416,416834864,10,9,91,1415,1440,2074421,0,3
1209,15,32,1032,20873,23699,561669451,20873,23699,561669451,9,8,65,1794,1859,3458600,0,3
1210,15,26,702,23089,23138,535402327,23089,23138,535402327,13,8,68,2174,1517,2303096,0,3
1211,12,6,41,16325,22508,506647073,16325,22508,506647073,17,6,43,2615,948,899405,0,3
1212,16,31,993,19620,21274,452614305,19620,21274,452614305,11,9,93,1833,1614,2606129,0,3
1213,9,8,72,21206,23221,539251022,21206,23221,539251022,13,9,86,1994,1570,2466505,0,3
1214,28,49,2491,19907,22962,527284353,17713,22212,493402285,12,8,69,1885,1547,2394016,0,3
1215,14,30,932,21475,23986,575362168,21475,23986,575362168,10,9,89,1479,1405,1976688,0,3
1216,20,29,871,20030,22442,503655076,20030,22442,503655076,15,7,54,2482,1256,1577697,0,3
1217,4,4,20,13557,17420,303467736,13557,17420,303467736,9,8,72,1480,1564,2447179,0,3
1218,14,28,797,21716,24930,621522452,20012,24361,593468124,11,8,75,1905,1649,2720549,0,3
1219,9,10,111,22468,23991,575603506,22468,23991,575603506,13,9,93,1870,1426,2033493,0,3
1220,10,8,71,16699,21794,474992041,16684,21802,475335457,12,9,82,1817,1407,1980278,0,3
1221,15,26,701,21362,24988,624402184,21362,24988,624402184,10,8,67,1586,1590,2528329,0,3
1222,16,26,710,18831,22620,511673048,18039,22672,514020680,10,8,73,1742,1600,2562588,0,3
1223,10,17,314,20919,22667,513818458,20919,22667,513818458,29,82,6809,59907,335817,-2147483648,0,3
1224,18,32,1056,20190,23926,572468981,20190,23926,572468981,9,9,85,1568,1686,2844538,0,3
1225,16,29,871,22809,23937,573002787,20786,23368,546090149,13,7,63,2221,1760,3097771,0,3
1226,19,35,1287,20352,22801,519894602,20352,22801,519894602,9,7,53,1585,1519,2309019,0,3
1227,17,27,735,19023,22141,490241636,19023,22141,490241636,13,8,72,2049,1627,2650361,0,3
1228,34,43,1878,17257,20179,407228691,17257,20179,407228691,13,8,72,1897,1524,2322876,0,3
1229,25,33,1129,17644,20762,431084460,17644,20762,431084460,13,8,75,2144,1896,3597822,0,3
1230,21,47,2234,18541,22825,520991348,18541,22825,520991348,11,8,71,2011,1813,3289716,0,3
1231,8,8,64,22373,24394,595073038,22373,24394,595073038,13,9,84,2038,1683,2834213,0,3
1232,22,36,1310,18467,22727,516557835,18467,22727,516557835,11,8,77,2043,1924,3703033,0,3
1233,12,16,281,17871,21228,450665511,17871,21228,450665511,12,9,81,1908,1649,2721970,0,3
1234,9,8,66,19782,23530,553701655,19782,23530,553697435,14,10,102,2240,1593,2537989,0,3
1235,0,0,0,32852,25125,631310400,32852,25125,631310400,6,0,0,588,71,5046,1,3
1236,0,0,0,32529,24808,615469447,32529,24808,615469447,6,0,0,626,12,156,1,3
1237,7,7,61,17341,20803,432775110,17340,20803,432791181,10,9,97,1589,1538,2367051,0,3
1238,24,35,1268,16818,19541,381877875,16818,19541,381877875,14,8,64,2238,1499,2247775,0,3
1239,7,8,66,20731,24745,612343806,20731,24745,612343806,10,9,99,1440,1461,2135895,0,3
1240,11,7,51,20100,21614,467169630,20100,21614,467169630,17,8,70,2696,1542,2380497,0,3
1241,14,30,957,15538,19720,388886273,15538,19720,388886273,9,8,68,1762,1974,3898621,0,3
1242,10,7,55,18408,22183,492091725,18408,22183,492091725,16,9,90,2350,1473,2171446,0,3
1243,6,4,17,16958,19224,369585761,16958,19224,369585761,10,7,58,1498,1299,1687654,0,3
1244,23,36,1366,17333,18621,346747974,17333,18621,346747974,15,9,82,2462,1869,3493294,0,3
1245,12,12,153,16431,20252,410181156,16431,20252,410181156,13,8,77,1919,1536,2360888,0,3
1246,22,38,1491,18321,21121,446136737,18321,21121,446136737,12,9,89,1951,1870,3499117,0,3
1247,18,35,1238,15150,20609,424759326,15150,20609,424760136,12,8,75,1993,1552,2411543,0,3
1248,17,29,884,21382,21937,481233686,21382,21937,481233686,13,8,68,2100,1489,2217439,0,3
1249,15,30,905,22373,27322,746538078,22357,27333,747101071,11,8,67,1744,1301,1693285,0,3
1250,14,19,381,17423,21335,455205091,17423,21335,455205091,14,8,69,2387,1821,3316458,0,3
1251,9,5,29,19212,21799,475202058,19212,21799,475202058,14,7,53,2176,1165,1358599,0,3
1252,14,22,484,16008,20820,433512153,16008,20820,433512153,10,7,61,1816,1670,2789439,0,3
1253,18,27,744,13902,18429,339643857,13903,18429,339635208,11,9,84,2019,1959,3839158,0,3
1254,18,31,993,19305,21174,448365946,19305,21174,448365946,12,9,89,1823,1539,2368989,0,3
1255,23,35,1241,18480,22784,519135230,16685,21858,477808107,12,9,92,2046,1656,2745139,0,3
1256,13,26,726,20281,23150,535960848,20281,23150,535960848,10,9,86,1718,1675,2808150,0,3
1257,13,21,446,23219,24485,599531292,21586,23996,575854562,8,7,51,1706,1907,3639207,0,3
1258,14,26,689,20311,21956,482079728,20311,21956,482076005,13,9,82,2115,1555,2419845,0,3
1259,13,13,184,15277,19766,390708404,14248,19454,378464083,13,9,82,2111,1519,2307961,0,3
1260,29,42,1788,18541,22147,490531549,18541,22147,490531549,14,8,68,2636,2184,4771713,0,3
1261,24,35,1274,17255,21469,460932806,17255,21469,460932806,9,7,60,1851,2187,4783068,0,3
1262,12,8,69,11461,16514,272740258,11461,16514,272740258,17,9,92,2437,1365,1863952,0,3
1263,21,33,1152,21509,24015,576725555,20751,24332,592084340,10,8,66,1947,1972,3890468,0,3
1264,21,31,980,24897,27528,757832454,24897,27528,757832454,15,10,107,2477,1765,3118263,0,3
1265,18,33,1111,22269,22701,515368842,19912,22065,486889236,10,10,108,1594,1567,2457034,0,3
1266,13,21,464,19133,22692,514938951,19133,22692,514938951,11,10,105,1799,1734,3007343,0,3
1267,15,27,735,21945,24610,605687643,21945,24610,605687643,13,9,88,2079,1850,3424146,0,3
1268,11,8,69,16641,21430,459249145,16641,21429,459238906,16,9,87,2192,1413,1997311,0,3
1269,8,9,88,21413,24139,582696645,21413,24139,582696645,15,12,164,11004,38487,1481298454,0,3
1270,7,5,33,21214,23789,565954428,21214,23789,565954428,11,8,72,1855,1500,2252764,0,3
1271,0,0,0,30854,22959,527143264,30854,22959,527143264,6,0,0,555,26,698,1,3
1272,33,44,1975,18996,21695,470716304,18996,21695,470716304,10,8,68,1819,2015,4062786,0,3
1273,0,0,0,32307,24584,604379038,32307,24584,604379038,6,0,0,631,207,43244,1,3
1274,26,54,2921,19366,21670,469591786,19358,21674,469797015,10,9,88,1405,1419,2014644,0,3
1275,28,42,1817,20314,24956,622841499,20314,24956,622841499,11,9,83,2032,2211,4889163,0,3
1276,35,51,2672,20772,22799,519825094,20772,22799,519825094,11,7,62,2036,2092,4376681,0,3
1277,23,38,1492,21222,24612,605762601,21222,24612,605762601,13,9,89,1898,1432,2052641,0,3
1278,17,30,957,20344,23577,555917746,20344,23577,555917746,10,10,100,1628,1790,3205609,0,3
1279,6,6,45,15513,21256,451823892,15513,21256,451822111,10,8,75,1464,1377,1898450,0,3
1280,15,26,684,20359,23822,567518994,20359,23822,567515583,12,8,71,1887,1365,1865745,0,3
1281,11,18,338,17513,20139,405580293,15581,19297,372409643,9,6,40,1548,1551,2406705,0,3
1282,7,5,30,16418,22288,496775300,16418,22288,496766407,10,7,54,1727,1209,1463112,0,3
1283,31,62,3850,21511,24330,591967608,21511,24330,591967608,8,8,64,1251,1327,1761511,0,3
1284,17,29,879,19327,22648,512955764,18990,22849,522078393,13,9,91,1929,1751,3068832,0,3
1285,17,32,1035,20223,21440,459703386,20223,21440,459703386,10,8,72,1754,1969,3880532,0,3
1286,13,11,122,17788,20912,437336232,17788,20912,437349237,14,9,89,2204,1463,2141535,0,3
1287,14,21,452,21396,23397,547460030,21396,23397,547460030,12,9,86,1846,1596,2547279,0,3
1288,32,59,3512,17381,23320,543835444,17381,23320,543823859,9,8,66,1297,1335,1783400,0,3
1289,7,9,86,20045,24813,615725307,18651,24696,609907203,8,8,80,1085,1317,1735892,0,3
1290,22,31,1016,17691,20037,401486438,17691,20037,401486438,15,9,90,2082,1435,2059997,0,3
1291,16,30,935,20608,23586,556334696,20463,23670,560274716,10,7,60,1704,1840,3388001,0,3
1292,15,29,891,18179,23014,529649866,18179,23014,529649866,11,8,70,1988,1866,3484746,0,3
1293,17,32,1057,20389,23743,563763114,20389,23743,563763114,12,8,74,1896,1711,2930377,0,3
1294,10,8,78,16953,22322,498273455,16953,22322,498273455,14,10,112,1991,1523,2319804,0,3
1295,10,8,75,20327,24035,577692799,20327,24035,577692799,14,9,84,2183,1479,2190071,0,3
1296,24,38,1498,20962,24490,599762820,20962,24490,599762820,13,9,93,2015,1666,2776881,0,3
1297,17,18,332,18047,22927,525686020,18047,22927,525686020,14,10,111,2286,2020,4082683,0,3
1298,23,42,1782,21253,23194,537997065,21253,23194,537997065,10,8,74,1544,1430,2047410,0,3
1299,6,5,33,17077,20487,419746181,17077,20487,419746181,11,8,73,1717,1396,1948880,0,3
1300,1,8,64,32690,24900,620042856,32690,24900,620042856,6,0,0,859,494,244874,1,3
1301,0,0,0,32779,25010,625504775,32779,25010,625504775,6,0,0,811,465,216670,1,3
1302,7,8,65,15856,21527,463424575,15856,21527,463425307,11,9,96,1602,1439,2071588,0,3
1303,7,4,24,16964,21288,453206769,16964,21288,453206769,11,7,53,1805,1293,1673005,0,3
1304,11,11,139,19608,21569,465251441,16853,20686,427943652,13,10,103,1883,1461,2137033,0,3
1305,10,5,27,17245,22009,484427247,17245,22009,484427247,14,6,39,2293,1096,1201655,0,3
1306,17,27,737,15710,19357,374693573,15709,19357,374715535,14,8,78,2064,1368,1871626,0,3
1307,9,7,61,15537,21030,442280179,15537,21030,442287799,13,9,97,2067,1531,2346028,0,3
1308,35,46,2182,18838,20155,406259309,18838,20155,406259309,10,8,65,2255,2484,6170685,0,3
1309,30,45,2030,18298,20050,402007304,18298,20050,402007304,8,7,52,1625,1697,2880362,0,3
1310,30,42,1818,17270,19871,394877610,17270,19871,394877610,15,7,50,2436,1267,1607423,0,3
1311,19,32,1072,20113,21056,443369788,17990,21072,444061907,12,9,96,2152,2222,4940300,0,3
1312,28,37,1426,15395,19287,371999904,15395,19287,371999904,12,7,59,2368,2073,4300079,0,3
1313,5,8,71,14272,19176,367719486,14272,19176,367719486,7,8,66,1190,1463,2142496,0,3
1314,15,12,147,17988,21025,442063994,17988,21025,442063994,18,6,44,2951,1227,1507188,0,3
1315,16,27,753,18860,21662,469269188,16164,20815,433301211,11,10,108,1678,1919,3682997,0,3
1316,7,7,55,20477,23418,548446389,20477,23418,548446389,11,9,93,1617,1460,2132794,0,3
1317,6,8,72,21084,25039,626972415,21084,25039,626972415,10,7,52,1571,1125,1266080,0,3
1318,8,8,67,22016,25361,643187464,20278,25257,637938341,11,9,86,1721,1447,2095860,0,3
1319,17,33,1136,15241,21287,453162275,15241,21287,453162275,9,9,99,1655,2238,5009333,0,3
1320,17,35,1293,19523,23295,542671039,17924,22950,526716352,9,7,62,1644,1752,3072629,0,3
1321,14,14,199,24818,25726,661836710,24818,25726,661836710,15,8,78,2209,1289,1663981,0,3
1322,26,10,113,12791,18558,344420282,12791,18558,344420282,4,3,11,1035,3036,9219697,0,8
1323,8,8,70,19042,21499,462239911,18058,21397,457865185,13,9,85,2066,1730,2996096,0,3
1324,31,43,1881,17647,21116,445899459,17647,21116,445899459,10,8,70,1723,1679,2819780,0,3
1325,26,40,1600,16710,19902,396107061,16710,19902,396107061,11,8,80,1888,1925,3708649,0,3
1326,10,7,61,14308,19625,385142732,14308,19624,385136001,14,10,101,1997,1546,2391792,0,3
1327,27,41,1722,15936,20678,427591840,15936,20678,427591840,11,9,81,1934,2021,4085293,0,3
1328,32,44,1965,18869,22244,494802184,18869,22244,494802184,14,9,93,2344,1881,3541865,0,3
1329,20,39,1588,23284,23598,556903634,23284,23598,556903634,7,6,46,1260,1567,2457167,0,3
1330,9,11,135,18618,20839,434283542,18618,20839,434283542,10,7,62,1771,1620,2624481,0,3
1331,11,12,154,16356,19737,389562335,16356,19737,389562335,11,10,112,2065,2187,4786381,0,6
1332,6,6,40,20651,22752,517694407,20651,22752,517694407,10,9,83,1593,1371,1880988,0,3
1333,23,37,1410,17152,21126,446308220,17152,21126,446308220,13,9,93,2077,1861,3464333,0,3
1334,7,6,44,17472,19793,391783485,17472,19793,391783485,12,9,83,1792,1372,1884897,0,3
1335,17,31,974,16158,20069,402776405,16158,20069,402776405,11,11,121,1899,2123,4507338,0,3
1336,17,28,787,20283,24410,595881855,20283,24410,595881855,11,8,76,1877,1958,3834000,0,3
1337,26,43,1871,19756,21799,475210099,19756,21799,475210099,12,5,29,1737,1078,1163672,0,3
1338,25,40,1653,15115,18188,330826726,15115,18188,330826726,13,7,52,2227,1723,2969462,0,3
1339,6,4,18,26265,25786,664926729,26265,25786,664926729,12,7,49,1955,1201,1442963,0,3
1340,19,41,1761,21942,23687,561104576,21942,23687,561104576,12,10,105,1786,1589,2525159,0,3
1341,22,34,1223,21286,24359,593399242,21286,24359,593399242,14,8,67,2194,1688,2851519,0,3
1342,30,0,0,497,417,173889,497,417,173889,3,2,6,155,109,11881,0,8
1343,17,34,1174,16108,21373,456807176,16108,21373,456806922,11,8,78,1974,2003,4015714,0,3
1344,11,7,50,18487,21929,480907113,20070,22285,496624835,15,8,73,2471,1468,2156329,0,3
1345,16,28,838,14754,20175,407051603,13267,19658,386457061,13,9,99,2202,1683,2834914,0,3
1346,9,7,60,15334,19411,376793119,15334,19411,376793119,14,9,94,2050,1424,2028400,0,3
1347,26,41,1760,16883,22088,487898367,16883,22088,487898367,13,8,68,2126,1596,2547313,0,3
1348,9,40,1615,27417,22370,500455083,27417,22370,500455083,6,1,2,620,123,15206,1,3
1349,21,37,1419,20241,23210,538713878,20239,23211,538765499,11,8,77,1850,1765,3118615,0,3
1350,15,30,957,20810,23251,540650846,20810,23251,540650846,10,8,70,1534,1314,1728437,0,3
1351,24,35,1249,19305,21684,470212210,19305,21684,470212210,15,9,90,2169,1528,2336268,0,3
1352,21,32,1034,17983,20304,412278751,17983,20304,412278751,15,6,48,2360,1251,1566649,0,3
1353,21,42,1831,19476,21900,479616092,19476,21900,479616092,16,8,64,2397,1353,1832987,0,3
1354,10,7,54,18767,21131,446531539,18767,21131,446531539,13,9,85,2065,1606,2581616,0,3
1355,0,0,0,32884,25155,632784149,32884,25155,632784149,6,0,0,863,498,248141,1,3
1356,9,17,309,20457,23958,574010847,20454,23960,574092978,10,8,73,1755,1528,2335790,0,3
1357,6,7,59,18613,21886,479038797,18643,21868,478250881,9,8,73,1379,1309,1716090,0,3
1358,6,7,63,18325,22403,501924747,18324,22404,501940155,10,10,111,1580,1578,2491056,0,3
1359,22,45,2042,14507,20913,437358587,14306,20999,440989638,11,9,85,1797,1611,2597237,0,3
1360,1,14,201,32652,24865,618269678,32652,24865,618269678,6,0,0,583,83,6955,1,3
1361,0,0,0,32770,25002,625110788,32770,25002,625110788,6,0,0,588,70,4954,1,3
1362,26,42,1823,21757,23423,548657178,21757,23423,548657178,12,8,65,2080,1929,3721247,0,3
1363,25,38,1454,16335,19665,386734865,16335,19665,386734865,11,7,59,2136,2066,4269653,0,3
1364,19,35,1226,18864,24192,585291789,18864,24192,585291789,13,9,84,2324,1615,2610043,0,3
1365,21,33,1096,18038,20915,437469101,18038,20915,437471869,13,8,64,2211,1574,2480425,0,3
1366,7,5,32,17921,22372,500512324,17910,22378,500801528,13,8,64,1978,1307,1710346,0,3
1367,8,6,37,16095,20255,410292531,16093,20256,410335402,11,8,69,1734,1385,1920461,0,3
1368,28,43,1930,16542,18802,353539577,16543,18802,353527549,11,7,58,2310,2088,4359817,0,3
1369,8,7,63,20279,23361,545769172,20279,23361,545769172,12,9,99,1820,1520,2312652,0,3
1370,27,42,1808,21678,25560,653337104,19745,24778,613950641,8,7,63,1715,2310,5340673,0,3
1371,32,91,8353,21238,21851,477479434,19500,21610,467017976,8,8,67,1216,1352,1829455,0,3
1372,9,7,56,18990,22547,508389031,18990,22547,508389031,12,10,101,1729,1435,2060255,0,3
1373,33,51,2619,20936,23529,553653531,20936,23529,553653531,15,8,69,2243,1396,1951219,0,3
1374,36,46,2187,19042,23030,530403379,19042,23030,530403379,10,7,58,1807,1855,3442802,0,3
1375,18,32,1036,21120,24929,621478273,21115,24932,621638705,13,7,63,2337,1952,3811231,0,3
1376,14,30,921,20621,22599,510757909,20621,22599,510754420,8,8,69,1384,1485,2207746,0,3
1377,24,40,1677,14215,17091,292114084,14215,17091,292114084,9,8,80,1600,1816,3301227,0,3
1378,14,27,777,20277,22866,522899277,20277,22866,522899277,13,7,59,2147,1495,2236112,0,3
1379,25,42,1844,17758,22683,514536738,21967,24057,578751103,9,10,109,1226,1477,2182291,0,3
1380,12,11,143,17674,20685,427909045,16990,20788,432170500,13,10,113,2062,1804,3256222,0,3
1381,16,27,734,20439,23145,535710079,20439,23145,535710079,14,9,84,2077,1391,1935375,0,3
1382,10,6,41,19248,20918,437596658,19248,20918,437596658,16,7,61,2403,1128,1274610,0,3
1383,20,29,891,20188,24177,584531906,18099,23304,543103167,14,6,42,2426,1368,1872803,0,3
1384,22,33,1126,19243,23581,556087126,19243,23581,556087126,14,10,109,2215,1821,3317416,0,3
1385,27,40,1637,22318,24325,591709052,22318,24325,591709052,12,9,82,1757,1510,2281088,0,3
1386,20,35,1272,19908,22535,507838961,19908,22535,507838961,9,9,90,1251,1470,2161111,0,3
