,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,class,A1
875,0,0,0,32774,25055,627782827,32774,25055,627782827,6,0,0,588,70,5003,1,3
876,0,0,0,32959,25233,636709872,32959,25233,636709872,6,0,0,626,12,156,1,3
877,15,27,730,16924,20519,421061770,16913,20525,421313212,10,8,64,1636,1344,1806688,0,3
878,31,54,2936,17977,20689,428045687,16912,20647,426311223,10,8,76,1477,1430,2047637,0,3
879,37,47,2242,20671,23613,557578571,20671,23613,557578571,11,8,76,1835,1839,3382586,0,3
880,8,5,29,17644,20281,411327493,17644,20281,411327493,15,7,57,2393,1376,1893935,0,3
881,19,31,1019,18249,21043,442816549,18249,21043,442816549,13,7,62,2058,1249,1560292,0,3
882,9,14,210,19591,22103,488566217,18732,22006,484267779,9,8,71,1609,1595,2544458,0,3
883,10,7,56,17270,21681,470091612,17270,21681,470091612,15,9,83,2289,1487,2211571,0,3
884,15,31,1019,17455,21932,481036243,15970,21625,467657644,9,7,53,1432,1634,2671064,0,3
885,20,33,1097,17803,22438,503469963,17830,22423,502795104,13,7,63,2235,1310,1717674,0,3
886,23,35,1246,22476,23800,566469584,22476,23800,566469584,15,8,74,2635,1832,3358161,0,3
887,13,8,67,17119,23019,529888825,17119,23019,529888825,19,10,106,2677,1560,2434943,0,3
888,13,28,839,19213,21874,478497745,19213,21874,478497745,11,9,86,1632,1480,2190630,0,3
889,9,7,63,19199,21988,483477572,19199,21988,483477572,13,9,91,1809,1424,2029783,0,3
890,9,5,29,19522,21922,480586427,19522,21922,480586427,14,7,56,2165,1245,1551640,0,3
891,10,6,48,23360,24205,585927806,23360,24205,585927806,13,9,82,1970,1478,2187021,0,3
892,31,53,2834,17957,21934,481109515,17340,22063,486814341,9,6,40,1664,1675,2808777,0,3
893,26,19,399,24739,24751,612618032,24739,24751,612618032,16,5,32,3232,2207,4874208,0,3
894,8,7,55,16326,20823,433627028,16326,20823,433626800,13,9,93,1942,1433,2054120,0,3
895,11,8,64,17725,21072,444046140,17725,21072,444052332,11,7,53,2078,1480,2191220,0,3
896,24,36,1337,20582,23038,530793310,20582,23038,530793310,13,9,84,2121,1689,2852784,0,3
897,9,7,58,16418,21148,447274830,16418,21148,447274830,14,9,82,2167,1557,2426594,0,3
898,17,35,1270,20842,23465,550642251,20135,23025,530171180,7,7,60,1135,1256,1579537,0,10
899,21,35,1278,18672,21160,447781315,18672,21160,447781315,12,8,71,1790,1357,1842057,0,3
900,31,47,2211,15590,19692,387775638,15248,19332,373735194,7,7,60,1438,1812,3286652,0,3
901,23,38,1463,17758,21585,465930503,17050,21779,474338046,12,9,88,1741,1503,2260739,0,3
902,22,35,1266,15858,23538,554072732,15141,22327,498513729,13,8,78,2220,1456,2120384,0,3
903,42,44,1990,15667,18761,351977174,15667,18761,351977174,14,8,77,2407,1865,3481230,0,3
904,30,46,2120,20121,21986,483412080,20121,21986,483412080,11,9,85,1621,1671,2794060,0,3
905,15,32,1077,14442,19862,394505850,14442,19862,394505850,8,9,91,1087,1432,2051735,0,2
906,25,39,1591,20312,22921,525372768,20312,22921,525372768,13,8,77,2298,1888,3567008,0,3
907,25,38,1480,21148,24218,586558991,21149,24218,586547714,16,8,66,2496,1489,2217210,0,3
908,27,38,1506,16524,20765,431192892,16524,20765,431192892,10,9,90,2002,2421,5862116,0,3
909,32,38,1482,16797,22875,523298969,16797,22875,523298969,16,7,60,2740,1801,3245622,0,3
910,10,7,55,17581,21719,471721082,17581,21719,471721082,14,7,58,2077,1169,1366939,0,3
911,6,7,49,12030,16163,261258529,12030,16163,261258529,10,8,76,1551,1387,1924608,0,3
912,13,17,289,18375,22349,499494366,18375,22349,499494366,14,10,110,2127,1657,2746720,0,3
913,0,0,0,32355,24624,606375650,32355,24624,606375650,6,0,0,600,61,3794,1,3
914,46,90,8192,17437,20645,426251062,15211,19238,370103975,11,9,83,1553,1444,2085328,0,3
915,8,8,76,24996,26809,718724413,24996,26809,718724413,12,8,73,1703,1363,1859853,0,3
916,6,7,50,19768,21017,441744935,19768,21017,441744935,11,9,87,1569,1419,2015380,0,3
917,19,23,545,19625,21419,458792855,19625,21419,458792855,15,10,118,2008,1542,2378239,0,3
918,19,30,900,15266,20227,409144968,15266,20227,409144968,12,8,74,2051,1882,3544349,0,3
919,6,7,56,22494,24606,605455737,22494,24606,605455737,10,10,100,1564,1665,2774700,0,3
920,31,44,1973,22242,24920,621039066,22242,24920,621039066,11,6,48,1988,1833,3363216,0,3
921,11,6,48,22552,25328,641510269,22552,25328,641510269,17,8,71,2836,1538,2366104,0,3
922,9,8,64,19645,21139,446882847,19645,21139,446882847,14,10,103,1935,1418,2013113,0,3
923,27,37,1431,17382,22279,496386973,17378,22282,496493842,13,9,82,2195,1749,3059974,0,3
924,11,13,180,18752,19656,386390984,18752,19656,386390984,11,8,78,1647,1367,1870000,0,3
925,15,22,508,16753,20492,419936584,16215,20507,420576525,13,9,88,2095,1480,2191180,0,3
926,14,30,943,17726,18101,327655044,17716,18107,327896877,7,8,70,1165,1290,1665007,0,3
927,25,42,1785,23789,25616,656224141,23789,25616,656224141,12,10,103,1906,1781,3174011,0,3
928,29,41,1692,20655,21846,477253021,20655,21846,477253021,9,8,70,1373,1563,2444139,0,3
929,24,37,1422,16239,20783,431973694,14599,19754,390238447,14,8,70,2485,1856,3447344,0,3
930,18,15,251,19654,23316,543661090,19654,23316,543661090,8,7,62,1189,1354,1835501,0,3
931,16,29,844,17126,21696,470725444,17126,21696,470725444,13,9,96,2166,2005,4022898,0,3
932,16,30,935,16062,21113,445797602,16062,21113,445794579,8,8,69,1185,1321,1745969,0,3
933,24,39,1546,23417,25014,625706225,23417,25014,625706225,12,6,48,2561,2204,4859109,0,3
934,8,7,58,18417,21469,460934410,18354,21504,462426989,11,9,81,1822,1570,2465357,0,3
935,29,49,2492,17083,20318,412839718,17083,20318,412839718,11,9,86,1907,1984,3939257,0,3
936,7,8,72,18432,22949,526700550,18432,22949,526700550,11,10,118,1700,1786,3191242,0,3
937,8,9,88,20276,21152,447426022,20276,21152,447426022,12,11,129,1732,1764,3112977,0,3
938,11,22,484,18227,21366,456536058,18645,21905,479855312,9,9,81,1454,1765,3117166,0,3
939,16,21,460,22115,24541,602293487,22115,24541,602277406,11,9,87,1802,1531,2344603,0,3
940,23,35,1270,21548,22743,517272806,21548,22743,517272806,14,8,77,2531,2137,4570766,0,3
941,8,7,55,18159,22475,505136493,18155,22477,505245283,12,9,91,1951,1693,2868942,0,3
942,24,39,1528,16701,21049,443072825,16701,21049,443073031,12,9,84,1893,1548,2397924,0,3
943,23,32,1082,16848,22294,497039132,16848,22294,497039132,15,9,83,2327,1486,2208321,0,3
944,14,23,536,20903,22300,497318581,20903,22300,497318581,11,10,105,1839,2001,4006962,0,3
945,22,41,1728,16912,23157,536250654,16910,23157,536290591,8,8,67,1735,2104,4427977,0,3
946,26,41,1721,21704,25451,647790842,21704,25451,647790842,10,8,69,1821,1827,3339969,0,3
947,34,63,4011,21880,24278,589426534,21880,24278,589426534,16,8,75,2539,1778,3162326,0,3
948,20,24,601,18537,23512,552818996,18537,23512,552818996,17,8,68,2779,1802,3250679,0,3
949,28,39,1534,14983,19514,380808755,14983,19514,380808755,12,9,86,2336,2314,5358122,0,3
950,19,40,1613,22122,24366,593740144,22122,24366,593740144,7,6,41,1456,1668,2783241,0,3
951,12,11,137,20324,21226,450546894,20324,21226,450546894,13,11,131,1825,1752,3071399,0,3
952,23,38,1449,12148,16635,276750731,12148,16635,276738586,13,9,97,1895,1516,2298306,0,3
953,29,42,1765,19363,22655,513281258,18495,22808,520235156,10,7,60,2005,2214,4905854,0,3
954,16,30,918,17374,21631,467911234,17374,21631,467911234,11,10,101,1558,1592,2535571,0,3
955,32,63,4045,19043,21915,480286410,19043,21915,480286410,14,9,98,2042,1433,2054897,0,3
956,12,8,77,18402,22795,519628996,18402,22795,519628996,14,8,77,2247,1528,2336660,0,3
957,20,32,1039,19977,23014,529651685,19977,23014,529651685,11,8,79,2014,1901,3617347,0,3
958,19,36,1344,14352,19057,363197014,14352,19057,363197014,9,8,66,1800,2121,4502463,0,3
959,6,7,52,18841,22658,513397018,18841,22658,513397018,9,9,82,1384,1489,2217723,0,3
960,17,42,1811,19259,21240,451155465,19259,21240,451155465,10,9,90,1358,1437,2066430,0,3
961,28,40,1665,15934,20874,435724569,15934,20874,435724569,13,10,111,2102,1944,3780290,0,3
962,24,42,1764,19023,23450,549942382,17326,23214,538934191,10,9,92,1841,1871,3502090,0,3
963,16,27,767,19001,21738,472573949,19001,21738,472573949,13,9,85,1995,1414,2000456,0,3
964,25,39,1561,20757,24107,581160954,18597,22665,513702862,12,8,76,2477,2160,4667204,0,3
965,6,6,45,17726,21320,454549961,17235,21495,462061026,9,8,77,1610,1730,2993039,0,3
966,10,8,79,18970,23340,544786584,18970,23340,544786584,14,8,78,2022,1297,1684294,0,3
967,14,31,1009,14803,18765,352127030,13765,18361,337132086,10,9,99,1442,1489,2218429,0,3
968,14,30,902,18130,22172,491631919,18129,22173,491660993,8,7,58,1444,1860,3463133,0,3
969,19,40,1634,18308,20045,401831103,18308,20045,401831103,16,14,197,2405,2007,4031994,0,3
970,18,37,1374,12942,18520,343005316,12942,18520,343002322,7,7,53,1257,1385,1919681,0,3
971,21,33,1114,18225,19902,396120128,18225,19902,396120128,11,10,103,1955,2078,4320767,0,3
972,56,63,4041,17100,21963,482414247,17100,21963,482414247,9,7,59,1799,2562,6567659,0,3
973,7,8,64,19914,24265,588793085,19912,24266,588857206,12,10,105,1819,1510,2282234,0,3
974,13,12,148,19100,21290,453268303,19100,21290,453268303,14,10,109,2371,1829,3347130,0,3
975,21,28,821,21538,23248,540504894,20920,23538,554041513,14,8,64,2200,1472,2167063,0,3
976,8,8,66,19133,21495,462073136,19133,21495,462066822,10,9,93,1549,1409,1988002,0,3
977,10,6,39,16319,20962,439443575,16319,20962,439443575,14,7,62,2442,1541,2376355,0,3
978,26,42,1789,13153,19131,366003957,13153,19131,366003957,7,7,61,1525,2082,4338591,0,3
979,22,36,1365,14707,18643,347598633,13949,18778,352637245,11,10,108,1815,1895,3591552,0,3
980,20,31,961,19134,22017,484756010,19134,22017,484756010,13,10,100,2119,1686,2844025,0,3
981,8,8,70,17425,20919,437636852,17422,20921,437710091,11,10,111,1555,1572,2471732,0,3
982,54,98,9611,18316,21434,459443317,15326,21073,444111402,38,66,4419,3699,4247,18041594,0,3
983,8,8,76,15318,18918,357909425,15318,18918,357909425,11,10,100,1844,1767,3125623,0,3
984,5,6,40,18792,21274,452588245,18792,21274,452588245,9,9,81,1272,1384,1917259,0,3
985,19,34,1181,19191,21585,465955205,19191,21585,465955205,9,8,67,1820,2211,4891655,0,3
986,23,36,1328,16334,20828,433817654,16334,20828,433813298,9,8,79,1526,2027,4109273,0,3
987,18,30,914,15497,18755,351759601,15497,18755,351750420,11,9,93,1869,1777,3159879,0,3
988,14,26,703,14030,19428,377463863,14030,19428,377452354,11,11,137,1739,2091,4372601,0,3
989,16,33,1143,24152,25995,675767998,24151,25995,675774635,9,8,79,1419,1269,1611239,0,3
990,8,9,94,23398,23591,556574128,23398,23591,556574128,7,7,53,1039,1489,2219113,0,6
991,18,32,1031,18193,20773,431550342,18193,20773,431550342,14,8,78,2082,1374,1889744,0,3
992,7,5,27,26306,27335,747251137,26306,27335,747251137,12,8,68,1858,1351,1825891,0,3
993,18,28,801,18890,20835,434129761,17676,20761,431051489,14,8,71,2508,2037,4152193,0,3
994,20,31,962,15955,21149,447308880,15954,21150,447331692,15,8,78,2574,1645,2708868,0,3
995,15,28,806,20644,23755,564301982,20644,23755,564301982,12,7,55,1866,1293,1671881,0,3
996,11,30,917,18613,21872,478411135,18436,21729,472172418,7,7,58,1119,1274,1623599,0,3
997,13,22,500,24776,23999,575967589,24776,23999,575967589,8,8,66,1247,1329,1768866,0,3
998,30,49,2475,19268,21269,452402625,19252,21280,452850018,5,7,55,955,1919,3684467,0,2
999,14,12,144,18548,22744,517325761,18548,22744,517325761,16,9,89,2527,1595,2544897,0,3
1000,4,23,531,32642,24849,617509615,32642,24849,617509615,6,0,0,686,360,130304,1,3
1001,9,34,1224,32749,24977,623896822,32749,24977,623896822,6,1,1,556,143,20721,1,3
1002,0,0,0,32822,25049,627467132,32822,25049,627467132,6,0,0,1151,574,330594,1,3
1003,17,26,724,21572,23978,574981957,19924,23397,547441300,8,9,86,1524,1784,3183816,0,6
1004,22,36,1366,19557,21312,454224350,19396,21185,448838202,12,9,92,1992,1806,3264346,0,3
1005,12,6,39,17838,21984,483298464,17838,21984,483298464,17,8,72,2443,1271,1615539,0,3
1006,9,19,395,15262,20548,422241283,15262,20548,422244242,6,8,79,1225,2014,4059617,0,2
1007,45,55,3061,11201,15027,225817786,11201,15027,225817786,10,6,44,1408,1326,1758923,0,3
1008,10,11,132,18805,19532,381522019,18544,19297,372384880,10,11,129,1280,1586,2516026,0,1
1009,7,6,48,21448,23857,569182816,21448,23857,569182816,13,9,81,1966,1442,2081001,0,3
1010,20,32,1073,14989,19112,365277856,14977,19118,365524784,14,9,96,2166,1483,2201912,0,3
1011,19,36,1347,20340,23060,531808495,19495,23163,536564781,9,8,68,1839,2124,4514260,0,3
1012,17,31,1004,17389,18030,325104765,17170,17799,316819300,6,6,45,995,1364,1861811,0,3
1013,10,8,74,20602,23014,529671259,20602,23014,529671259,15,9,86,2269,1347,1815125,0,3
1014,5,6,38,14762,19404,376537778,13265,19435,377738754,8,7,63,1184,1332,1776699,0,3
1015,6,8,66,15366,19391,376018371,15359,19395,376170618,9,9,97,1401,1549,2402479,0,3
1016,24,59,3548,20653,23235,539870622,20653,23235,539870622,11,8,70,1671,1343,1804843,0,3
1017,9,18,353,17816,23177,537217652,17816,23177,537217652,7,6,38,1379,1617,2616567,0,3
1018,9,17,291,21061,22263,495672707,18758,21800,475241686,8,7,53,1529,1908,3641706,0,3
1019,15,26,720,15555,20280,411289172,15555,20280,411289172,13,10,104,1922,1523,2321346,0,3
1020,13,11,128,19005,21506,462508741,17206,20980,440189061,13,9,89,2041,1485,2207370,0,3
1021,25,37,1399,19420,22374,500638486,19420,22374,500638486,13,8,76,2322,2055,4225683,0,3
1022,15,31,977,17629,21615,467219712,15842,21087,444690340,9,8,78,1738,2050,4202903,0,3
1023,10,18,325,17675,21325,454787043,16229,20691,428138937,11,8,69,1724,1440,2076282,0,3
1024,14,31,1008,18516,21554,464576828,18516,21554,464576828,9,9,85,1305,1406,1977365,0,3
1025,22,66,4451,17949,20888,436346801,17950,20888,436340944,10,9,92,1550,1523,2321608,0,3
1026,31,44,1942,18357,22946,526522079,18357,22946,526522079,13,9,83,1965,1395,1948445,0,3
1027,16,30,945,19273,24102,580948956,18211,24096,580648329,9,8,79,1692,1716,2944907,0,3
1028,6,7,61,19386,23769,565001112,19386,23769,564998488,6,7,49,1049,1419,2015071,0,3
1029,15,28,786,19658,24601,605255429,19658,24601,605255429,13,9,97,2068,1897,3600221,0,3
1030,13,10,117,21255,21406,458253472,21255,21406,458253472,15,8,69,2381,1668,2783890,0,3
1031,37,50,2570,20076,24194,585362238,22316,24620,606178533,10,9,98,1933,2485,6176472,0,3
1032,34,45,2082,19856,21302,453805219,18504,21229,450687466,10,8,78,1479,1495,2237763,0,3
1033,29,43,1861,18631,21987,483466267,18631,21987,483466267,12,8,80,2323,2313,5352313,0,3
1034,8,9,96,18515,23931,572723116,18515,23931,572723116,12,12,145,1735,1884,3552119,0,3
1035,19,32,1039,19626,22752,517688981,19626,22752,517683748,10,9,90,1550,1569,2464694,0,3
1036,33,41,1737,16730,18945,358918316,16730,18945,358918316,8,7,59,1864,2226,4957985,0,3
1037,13,29,853,23628,25092,629644201,23628,25093,629663685,7,8,64,1292,2051,4209297,0,3
1038,9,7,54,16636,20936,438326220,16636,20936,438326220,15,9,84,2082,1332,1774690,0,3
1039,12,8,78,19521,21269,452379463,19521,21269,452379463,16,10,117,2343,1675,2807225,0,3
1040,30,45,2087,19279,21072,444060830,19279,21072,444060830,9,8,77,1641,2095,4390330,0,3
1041,26,46,2135,12730,20593,424104437,14286,21829,476538714,13,9,81,2087,1468,2155323,0,3
1042,23,32,1067,20597,24480,599271043,20597,24480,599271043,12,8,77,2015,1830,3351322,0,3
1043,18,28,814,12037,16748,280514475,12037,16748,280514475,15,8,75,2432,1361,1852543,0,3
1044,9,4,19,22175,23199,538231388,22175,23199,538231388,13,7,62,2164,1507,2272151,0,3
1045,11,8,72,16446,21493,461980424,16446,21493,461980424,13,10,105,2131,1800,3241738,0,3
1046,16,28,812,17713,22071,487137470,17713,22071,487142655,12,9,88,2215,1896,3597938,0,3
1047,24,43,1860,17816,20628,425516894,17816,20628,425516894,8,9,81,1303,1467,2154148,0,3
1048,15,25,667,9524,15245,232428199,9524,15245,232421852,8,8,65,1592,2004,4017057,0,3
1049,9,7,62,20591,22416,502516889,20591,22416,502516889,14,8,72,2156,1246,1552980,0,3
1050,21,39,1572,22074,24189,585116381,22074,24189,585116381,8,8,75,1257,1478,2186865,0,3
1051,19,35,1251,21426,23876,570090899,21426,23876,570085662,12,9,85,1837,1396,1951165,0,3
1052,17,34,1157,22027,24277,589393849,22027,24277,589393849,9,8,65,1678,2022,4091564,0,3
1053,17,32,1081,14514,18575,345067762,14514,18575,345067762,9,6,47,1855,2027,4110451,0,3
1054,39,52,2794,19647,22328,498545318,19647,22328,498545318,9,8,76,1561,1866,3484000,0,3
1055,0,0,0,32368,25066,628347307,32368,25066,628347307,6,0,0,586,57,3286,1,3
1056,27,39,1544,16633,20593,424103799,16605,20608,424726338,10,8,66,2013,2061,4250570,0,3
1057,25,42,1800,16034,20952,438992204,16034,20952,438988539,13,7,50,2263,1270,1612923,0,3
1058,19,27,765,20870,24044,578140147,20870,24044,578140147,10,8,73,1556,1418,2012521,0,3
1059,20,32,1078,17753,22685,514623403,17753,22685,514623403,11,9,81,1893,1671,2794914,0,3
1060,7,7,53,19683,23865,569543774,19683,23865,569543774,12,8,73,1880,1333,1777085,0,3
1061,9,11,127,13864,18343,336479632,13863,18343,336481393,10,9,95,1704,1838,3381719,0,3
1062,10,15,230,19731,21529,463511449,19943,21820,476121373,12,7,59,2001,1484,2203998,0,3
1063,9,9,91,17711,21572,465386419,16326,21024,442028719,11,10,100,1685,1624,2640201,0,3
1064,9,9,93,14449,20090,403632115,14448,20090,403641378,13,10,105,2148,1779,3168131,0,3
1065,8,8,73,18085,23033,530545894,18085,23033,530542306,13,10,100,2017,1570,2464908,0,3
1066,33,42,1808,19600,22548,508441479,19600,22548,508441479,13,7,51,2591,2151,4630957,0,3
1067,14,21,476,18662,21572,465360668,15782,19528,381346106,12,10,109,1959,1793,3215527,0,3
1068,13,15,230,20100,22066,486932048,20100,22066,486932048,9,7,56,1830,1860,3462156,0,3
1069,17,29,898,10587,16804,282380737,10587,16804,282380737,12,9,91,2103,1936,3748824,0,3
1070,20,32,1048,14971,20319,412887023,14971,20319,412882988,14,8,68,2285,1567,2457977,0,3
1071,12,28,801,15543,20858,435061402,15543,20858,435059618,9,8,64,1568,1489,2219213,0,3
1072,22,29,882,19183,21934,481101765,19183,21934,481101765,17,7,57,2651,1719,2957035,0,3
1073,14,30,921,19215,21479,461387404,19215,21479,461387404,11,7,57,1843,1322,1749460,0,3
1074,53,69,4791,21527,26045,678375354,21527,26045,678375354,9,8,64,2076,2375,5644218,0,3
1075,15,21,460,19690,23725,562883370,19690,23725,562883370,13,8,67,2255,1645,2709220,0,3
1076,10,15,253,20123,22699,515248091,20123,22699,515248091,11,8,72,1809,1602,2566648,0,3
1077,9,8,78,22900,25863,668942087,20955,25451,647791206,13,11,122,1931,1828,3343964,0,3
1078,22,36,1299,20252,23524,553381765,20252,23524,553381765,12,8,76,2187,1928,3718492,0,3
1079,9,8,66,17237,19657,386411835,17237,19657,386411835,12,10,102,1681,1431,2048240,0,3
1080,27,51,2693,16276,20883,436132090,16274,20885,436194179,11,9,83,1784,1675,2807172,0,3
1081,22,32,1077,17474,22120,489302410,17474,22120,489302410,12,9,87,1884,1761,3103793,0,3
1082,7,8,66,21590,24559,603174485,19737,23867,569676579,11,8,77,1818,1354,1835283,0,3
1083,16,17,290,19027,20997,440903604,19027,20997,440903604,15,8,67,2202,1218,1484751,0,3
1084,13,26,686,18211,22293,496983741,18211,22293,496983741,10,9,87,1577,1496,2239298,0,3
1085,34,102,10526,19985,22721,516276380,18408,22276,496231517,10,9,91,1435,1474,2175116,0,3
1086,4,6,39,9486,16169,261457099,9486,16169,261444456,7,8,72,1054,1328,1765880,0,3
1087,9,7,52,20092,22196,492691846,20092,22196,492691846,13,10,114,1891,1539,2370037,0,3
1088,6,3,14,14282,18281,334217087,14282,18281,334217087,12,7,54,1881,1229,1512404,0,3
1089,19,28,821,15754,21342,455491576,15754,21342,455491576,14,8,79,2085,1526,2330890,0,3
1090,14,25,665,16566,19964,398594756,16566,19964,398594756,11,9,96,1627,1550,2402840,0,3
1091,12,31,1001,18565,19991,399642991,18562,19992,399715972,7,7,55,1317,1627,2647631,0,3
1092,26,31,996,15088,20460,418650649,15088,20460,418650649,16,7,59,3010,1807,3266846,0,3
1093,7,30,911,32466,24738,611972180,32466,24738,611972180,6,0,0,575,173,30001,1,3
1094,14,40,1638,32598,24815,615810711,32598,24815,615810711,6,1,1,1024,616,380521,1,3
1095,28,46,2172,20923,22901,524476605,20923,22901,524476605,9,8,68,1532,1579,2494875,0,3
1096,25,42,1786,16517,21466,460811600,16516,21467,460841509,11,9,86,1814,1923,3700574,0,3
1097,14,28,838,15482,20447,418086646,15482,20447,418083350,11,10,100,1879,2009,4038022,0,3
1098,13,20,417,19321,21338,455322891,18185,20873,435719891,13,8,80,2228,1810,3277656,0,3
1099,8,9,96,12708,17282,298686578,10314,16170,261497227,10,10,106,1666,1779,3165788,0,3
1100,21,37,1434,18934,21691,470541869,18934,21691,470541869,11,8,67,1866,1548,2398918,0,3
1101,17,30,958,22652,24879,618972268,22652,24879,618972268,10,10,110,1644,2257,5096243,0,3
1102,8,11,124,17619,20161,406485037,17619,20161,406485037,9,10,104,1530,1735,3013319,0,3
1103,6,6,41,18688,23336,544587116,18684,23338,544686809,11,8,80,1768,1356,1840435,0,3
1104,18,30,937,15223,19952,398087948,15185,19970,398823834,13,9,81,2238,1641,2693546,0,3
1105,11,8,79,12464,17291,299011649,12464,17291,299011649,16,10,113,2200,1448,2097167,0,3
1106,13,19,389,20925,23772,565127174,20925,23772,565127174,13,8,69,2403,1730,2993915,0,3
1107,15,29,898,20146,23481,551384687,20146,23481,551384687,11,7,62,1623,1329,1766747,0,3
1108,4,6,44,22099,23481,551375427,22099,23481,551375427,8,8,80,1334,1514,2292832,0,3
1109,39,47,2244,14332,18616,346563617,14297,18639,347425647,13,9,86,2608,2427,5893095,0,3
1110,21,40,1612,16299,20767,431294079,16299,20767,431294079,7,7,49,1091,1523,2322501,0,3
1111,18,30,924,16392,21238,451064279,16392,21238,451061375,11,9,81,1864,1621,2630469,0,3
1112,13,19,381,15694,20483,419561472,14019,19178,367814705,11,7,61,2101,1823,3326373,0,3
1113,26,39,1594,12924,16980,288336592,12924,16980,288336592,8,7,49,1871,2392,5726348,0,3
1114,11,13,174,15717,19838,393564440,14197,18854,355502042,9,9,96,1585,1846,3411160,0,3
1115,21,34,1191,20613,22994,528757151,20613,22994,528757151,14,7,63,2295,1485,2207060,0,3
1116,26,37,1428,20155,22228,494123894,20155,22228,494123894,13,9,83,2399,2188,4789359,0,3
1117,17,33,1130,20642,22410,502248151,20642,22410,502248151,12,8,66,1807,1312,1723648,0,3
1118,25,33,1103,18886,22396,501600110,18886,22396,501600110,14,10,100,2125,1783,3181650,0,3
1119,7,7,56,20588,22683,514545491,20588,22683,514545491,13,8,79,1993,1325,1756874,0,3
1120,8,6,41,16294,20600,424379583,16294,20600,424379583,10,7,51,1587,1278,1635777,0,3
1121,12,6,43,14157,19791,391703992,14157,19791,391703992,18,7,59,2665,1140,1300678,0,3
1122,10,11,137,19221,23299,542861397,19222,23299,542847420,11,9,89,1935,1805,3259437,0,3
1123,41,49,2499,18359,22502,506372178,18359,22502,506372178,8,6,38,2058,2881,8303458,0,3
1124,19,32,1053,20216,21418,458744764,18693,20946,438749803,10,8,78,1708,1810,3278834,0,3
1125,14,26,728,19328,22958,527070434,19328,22958,527070434,11,10,100,1709,1685,2841537,0,3
1126,26,35,1242,17520,21320,454544390,17520,21320,454544390,15,8,77,2286,1512,2287705,0,3
1127,22,35,1292,20591,23948,573531928,20591,23948,573531928,9,8,75,1322,1375,1892061,0,3
1128,13,23,563,14801,19307,372776320,14801,19307,372776320,11,8,80,1872,1561,2439226,0,3
1129,16,30,938,17761,20099,403970864,17761,20099,403970864,12,6,45,1940,1374,1890573,0,3
1130,24,35,1225,15023,19724,389056770,15023,19724,389056770,10,9,82,1833,2307,5323639,0,3
1131,25,37,1386,18896,21996,483835184,18896,21996,483835184,14,7,60,2672,2164,4686324,0,3
1132,6,6,36,17266,21781,474453444,17266,21781,474453849,8,7,55,1305,1267,1606677,0,3
1133,5,5,31,21690,24156,583542403,21690,24156,583542403,8,8,67,1291,1349,1821303,0,3
1134,15,26,726,21562,22445,503778741,21562,22445,503778741,13,8,80,2035,1803,3252885,0,3
1135,15,11,126,20378,24740,612096241,20378,24740,612096241,10,8,79,1673,1566,2452433,0,3
1136,9,8,78,17978,21491,461894553,17978,21491,461894553,12,9,88,1887,1490,2221803,0,3
1137,17,33,1137,19805,22269,495947005,17935,21635,468084582,8,7,54,1456,1740,3029287,0,3
1138,27,43,1886,14435,18526,343231655,14435,18526,343231655,11,9,83,1739,1722,2968611,0,3
1139,9,8,74,18506,21697,470791962,18506,21697,470791962,12,10,101,1786,1697,2883145,0,3
1140,23,34,1164,16599,19568,382928854,16599,19568,382928854,14,8,74,2303,1577,2487231,0,3
1141,11,7,54,19527,22578,509810921,19527,22578,509810921,15,9,87,2128,1398,1954485,0,3
1142,5,5,31,13908,18703,349835534,13908,18703,349835534,7,6,45,1124,1179,1392238,0,3
1143,13,12,162,18419,22671,513989232,18419,22671,513989232,12,8,79,1872,1560,2434330,0,3
1144,11,16,274,18194,22589,510284508,16842,22578,509801356,9,7,49,1660,1656,2745078,0,3
1145,9,8,71,20491,22562,509079094,20491,22562,509079094,12,9,90,2168,1868,3492697,0,3
1146,28,44,1998,12695,16967,287879409,12695,16967,287879409,13,7,63,2215,1998,3995783,0,3
1147,15,30,924,14244,21478,461329707,14240,21480,461404171,10,8,69,1688,1467,2153884,0,3
1148,22,34,1175,21759,23008,529387093,21759,23008,529387093,13,9,90,2288,1908,3640570,0,3
1149,18,30,941,19595,21409,458376648,19595,21409,458376648,11,9,83,1696,1607,2583641,0,3
1150,19,30,957,14832,19457,378593468,14831,19457,378604521,10,9,99,1605,1702,2897104,0,3
1151,9,7,59,16520,21473,461097038,16520,21473,461097038,14,9,89,2220,1518,2306459,0,3
1152,13,30,945,20067,21727,472085673,20067,21727,472085673,9,7,55,1742,2040,4163669,0,3
1153,24,34,1214,16844,19611,384621157,16844,19611,384621157,15,7,63,2382,1276,1630272,0,3
1154,2,4,16,21043,22862,522683023,15446,20303,412238660,4,6,46,582,1091,1190950,0,2
1155,26,39,1589,17252,21787,474716244,17252,21787,474716244,13,7,49,2297,1753,3073426,0,3
1156,12,8,74,17845,21473,461121374,17845,21473,461121374,15,8,65,2311,1240,1537639,0,3
1157,15,31,988,20220,24501,600301693,19998,24654,607832944,6,8,68,1106,1764,3114589,0,3
1158,18,36,1368,16047,19180,367893925,16047,19180,367893925,9,9,98,1647,2202,4849183,0,3
1159,26,31,962,16097,20494,420034595,16097,20494,420034595,14,7,61,2438,1794,3222014,0,3
